"","connection","date","time","from","to","vehicle","occupancy","line","from.station","from.name","from.longitude","from.latitude","from.avg_stop_times","from.prov","from.count","from.groups","from.k","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.station","to.name","to.longitude","to.latitude","to.avg_stop_times","to.prov","to.count","to.groups","to.k","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","occ_binary","date_time","hour","min","min_of_day","day_of_week","dist_morning_rush","dist_evening_rush","dist_rush","from_bruss","to_bruss","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","to_from_maj_hub","in_group","in_group_maj","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12"
"170","008812005/20160808/IC3432",2016-08-08,"11:23:27 AM","008812005","008813003","IC3432","low","l.0","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-08-08 11:00:00,11,0,660,"Monday",3,7,3,"Y","Y","Y","IC",17,20,82,19,10,"wt.176","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"171","008813003/20160808/IC3432",2016-08-08,"11:23:31 AM","008813003","008814001","IC3432","low","l.0","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-08-08 11:00:00,11,0,660,"Monday",3,7,3,"Y","Y","Y","IC",17,20,82,19,10,"wt.176","Y","Y","Y",660.390173410405,650.5,"N","N","N","N","N","N","N"
"172","008814308/20160808/IC3432",2016-08-08,"11:46:13 AM","008814308","008883808","IC3432","low","l.96","008814308","Halle",4.240634,50.733931,182.09826589595,"Vlaams Brabant",139,"g9","k = 11",660,"mg1","N","N","008883808","Tubize",4.205729,50.691708,76.800578034682,"Brabant Wallon",50,"g9","k = 11",660,"mg3","N","N","0",2016-08-08 12:00:00,12,0,720,"Monday",4,6,4,"N","N","N","IC",17,21,85,19,10,"wt.353","N","Y","N",129.449421965316,94.5,"N","N","N","Y","N","N","N"
"173","008883808/20160808/IC3432",2016-08-08,"12:16:57 PM","008883808","008883006","IC3432","low","l.96","008883808","Tubize",4.205729,50.691708,76.800578034682,"Brabant Wallon",50,"g9","k = 11",660,"mg3","N","N","008883006","Braine-le-Comte",4.137662,50.605079,160.14161849711,"Hainaut",97,"g10","k = 11",97,"mg1","N","N","0",2016-08-08 12:00:00,12,0,720,"Monday",4,6,4,"N","N","N","IC",17,21,85,19,10,"wt.353","N","N","N",118.471098265896,73.5,"Y","N","N","N","N","N","N"
"174","008883006/20160808/IC3432",2016-08-08,"12:17:01 PM","008883006","008883212","IC3432","low","l.108","008883006","Braine-le-Comte",4.137662,50.605079,160.14161849711,"Hainaut",97,"g10","k = 11",97,"mg1","N","N","008883212","Écaussinnes",4.156639,50.56239,49.303468208092,"Hainaut",24,"g10","k = 11",97,"mg4","N","N","0",2016-08-08 12:00:00,12,0,720,"Monday",4,6,4,"N","N","N","IC",17,20,87,18,10,"wt.353","N","Y","N",104.722543352601,60.5,"Y","N","Y","N","N","N","N"
"175","008883212/20160808/IC3432",2016-08-08,"12:17:05 PM","008883212","008882107","IC3432","low","l.108","008883212","Écaussinnes",4.156639,50.56239,49.303468208092,"Hainaut",24,"g10","k = 11",97,"mg4","N","N","008882107","La Louvière-Centre",4.179858,50.478161,55.445086705202,"Hainaut",22,"g10","k = 11",97,"mg4","N","N","0",2016-08-08 12:00:00,12,0,720,"Monday",4,6,4,"N","N","N","IC",17,20,87,18,10,"wt.353","N","Y","Y",52.374277456647,23,"Y","N","Y","N","N","N","N"
"176","008882206/20160808/IC911",2016-08-08,"12:50:13 PM","008882206","008872009","IC911","low","l.118","008882206","La Louvière-Sud",4.190609,50.464974,113.46242774566,"Hainaut",35,"g10","k = 11",97,"mg3","N","N","008872009","Charleroi-Sud",4.438567,50.40471,213.74566473988,"Hainaut",79,"g10","k = 11",97,"mg1","N","N","0",2016-08-08 13:00:00,13,0,780,"Monday",5,5,5,"N","N","N","IC",7,22,88,18,10,"wt.353","N","Y","N",163.60404624277,57,"Y","N","Y","N","N","N","N"
"177","008871100/20160808/IC2014",2016-08-08,"03:23:51 PM","008871100","008871308","IC2014","low","l.124","008871100","Marchienne-au-Pont",4.394223,50.412171,123.60693641618,"Hainaut",60,"g10","k = 11",97,"mg1","N","N","008871308","Luttre",4.38412,50.505856,101.96242774566,"Hainaut",54,"g10","k = 11",97,"mg3","N","N","0",2016-08-08 15:00:00,15,0,900,"Monday",7,3,3,"N","N","N","IC",11,21,76,17,9,"wt.176","N","Y","N",112.78468208092,57,"Y","N","Y","N","N","N","N"
"178","008871308/20160808/IC2014",2016-08-08,"03:23:56 PM","008871308","008814209","IC2014","low","l.124","008871308","Luttre",4.38412,50.505856,101.96242774566,"Hainaut",54,"g10","k = 11",97,"mg3","N","N","008814209","Nivelles",4.335065,50.599641,96.329479768786,"Brabant Wallon",86,"g9","k = 11",660,"mg1","N","N","0",2016-08-08 15:00:00,15,0,900,"Monday",7,3,3,"N","N","N","IC",11,21,76,17,9,"wt.176","N","N","N",99.145953757223,70,"N","N","Y","N","N","N","N"
"179","008814209/20160808/IC2014",2016-08-08,"03:24:00 PM","008814209","008814258","IC2014","low","l.124","008814209","Nivelles",4.335065,50.599641,96.329479768786,"Brabant Wallon",86,"g9","k = 11",660,"mg1","N","N","008814258","Braine-l'Alleud",4.375526,50.684778,98.78612716763,"Brabant Wallon",92,"g9","k = 11",660,"mg1","N","N","0",2016-08-08 15:00:00,15,0,900,"Monday",7,3,3,"N","N","N","IC",11,21,76,17,9,"wt.176","N","Y","Y",97.557803468208,89,"N","N","N","N","N","N","N"
"180","008814001/20160808/IC2014",2016-08-08,"03:49:18 PM","008814001","008813003","IC2014","medium","l.0","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-08-08 16:00:00,16,0,960,"Monday",8,2,2,"Y","Y","Y","IC",11,22,57,19,9,"wt.176","Y","Y","Y",660.390173410405,650.5,"N","N","N","N","N","N","N"
"181","008813003/20160808/IC2014",2016-08-08,"03:58:08 PM","008813003","008812005","IC2014","medium","l.0","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-08-08 16:00:00,16,0,960,"Monday",8,2,2,"Y","Y","Y","IC",11,22,57,19,9,"wt.176","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"182","008812005/20160808/IC2014",2016-08-08,"03:58:13 PM","008812005","008822004","IC2014","medium","l.25","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","0",2016-08-08 16:00:00,16,0,960,"Monday",8,2,2,"Y","N","Y","IC",11,22,57,19,9,"wt.176","Y","N","Y",473.39450867052,449,"N","N","N","N","N","N","N"
"183","008822004/20160808/IC2014",2016-08-08,"04:19:26 PM","008822004","008821121","IC2014","medium","l.25","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-08-08 16:00:00,16,0,960,"Monday",8,2,2,"N","N","N","IC",11,22,53,19,9,"wt.176","Y","N","Y",364.0838150289,287.5,"N","N","N","N","N","N","N"
"184","008821006/20160808/IC4237",2016-08-08,"04:55:33 PM","008821006","008821121","IC4237","low","l.4","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-08-08 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",6,21,59,20,10,"wt.116","Y","Y","Y",444.81358381503,328,"N","N","N","N","N","N","N"
"185","008821121/20160808/IC4237",2016-08-08,"04:55:47 PM","008821121","008821600","IC4237","low","l.15","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","0",2016-08-08 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",6,21,59,20,10,"wt.116","Y","N","N",288.028901734105,210,"N","N","N","N","N","N","N"
"186","008821600/20160808/IC4237",2016-08-08,"05:09:31 PM","008821600","008821717","IC4237","low","l.15","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","0",2016-08-08 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",6,21,60,18,10,"wt.353","N","Y","Y",127.8612716763,80,"N","N","N","N","N","N","N"
"187","008821717/20160808/IC4237",2016-08-08,"05:20:12 PM","008821717","008821964","IC4237","low","l.other","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","008821964","Tielen",4.893089,51.241021,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","0",2016-08-08 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",6,21,60,18,10,"wt.353","N","Y","N",74.917630057802,47.5,"N","N","N","N","N","N","N"
"188","8821006/20160809/IC4312",2016-08-09,"12:23:22 PM","008821006","008832250","IC4312","low","l.15","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","008832250","Zolder",5.3299,51.033548,28.393063583815,"Limburg",3,"g5","k = 11",132,"mg2","N","Y","0",2016-08-09 12:00:00,12,0,720,"Tuesday",4,6,4,"N","N","N","IC",11,19,62,22,9,"wt.176","Y","N","N",248.187861271677,168.5,"N","N","N","N","N","N","N"
"189","8821006/20160809/IC4312",2016-08-09,"12:23:23 PM","008821006","008832250","IC4312","low","l.15","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","008832250","Zolder",5.3299,51.033548,28.393063583815,"Limburg",3,"g5","k = 11",132,"mg2","N","Y","0",2016-08-09 12:00:00,12,0,720,"Tuesday",4,6,4,"N","N","N","IC",11,19,62,22,9,"wt.176","Y","N","N",248.187861271677,168.5,"N","N","N","N","N","N","N"
"190","008821121/20160809/IC716",2016-08-09,"04:51:41 PM","008821121","008893120","IC716","medium","l.59","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","008893120","Gent-Dampoort",3.740591,51.056365,80.534682080925,"Oost-Vlaanderen",85,"g2","k = 11",343,"mg1","N","N","0",2016-08-09 17:00:00,17,0,1020,"Tuesday",9,1,1,"N","N","N","IC",15,18,60,20,9,"wt.176","Y","N","N",251.089595375722,203.5,"N","N","N","N","N","N","N"
"191","8811916/20160809/IC2417",2016-08-09,"05:42:50 PM","008811916","008811601","IC2417","high","l.161","008811916","Brussel-Schuman/Bruxelles-Schuman",4.380722,50.843276,97.349710982659,"Bruxelles",116,"g9","k = 11",660,"mg1","N","N","008811601","Ottignies",4.56936,50.673667,253.4710982659,"Brabant Wallon",114,"g4","k = 11",114,"mg1","N","N","1",2016-08-09 18:00:00,18,0,1080,"Tuesday",10,0,0,"Y","N","Y","IC",15,17,67,19,10,"wt.113","N","N","Y",175.410404624279,115,"N","N","N","N","N","N","N"
"192","008821907/20160810/IC3435",2016-08-10,"01:13:07 PM","008821907","008821964","IC3435","low","l.other","008821907","Turnhout",4.937415,51.322032,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","008821964","Tielen",4.893089,51.241021,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","0",2016-08-10 13:00:00,13,0,780,"Wednesday",5,5,5,"N","N","N","IC",17,17,56,9,9,"wt.176","N","Y","Y",48.526011560694,33,"N","N","N","N","N","N","N"
"193","008821964/20160810/IC3435",2016-08-10,"01:13:13 PM","008821964","008821717","IC3435","low","l.other","008821964","Tielen",4.893089,51.241021,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","0",2016-08-10 13:00:00,13,0,780,"Wednesday",5,5,5,"N","N","N","IC",17,17,56,9,9,"wt.176","N","Y","N",74.917630057802,47.5,"N","N","N","N","N","N","N"
"194","008891140/20160810/IC2833",2016-08-10,"01:20:21 PM","008891140","008891009","IC2833","medium","l.50A","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"g2","k = 11",343,"mg1","N","N","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","0",2016-08-10 13:00:00,13,0,780,"Wednesday",5,5,5,"N","N","N","IC",7,17,51,22,9,"wt.176","N","N","Y",121.453757225434,137,"N","N","N","N","N","N","N"
"195","008821717/20160810/IC3435",2016-08-10,"01:24:19 PM","008821717","008821600","IC3435","low","l.15","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","0",2016-08-10 13:00:00,13,0,780,"Wednesday",5,5,5,"N","N","N","IC",17,16,55,9,9,"wt.176","N","Y","Y",127.8612716763,80,"N","N","N","N","N","N","N"
"196","008821600/20160810/IC3435",2016-08-10,"01:37:52 PM","008821600","008822004","IC3435","low","l.25","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","0",2016-08-10 14:00:00,14,0,840,"Wednesday",6,4,4,"N","N","N","IC",17,17,55,12,9,"wt.176","Y","Y","N",230.468208092485,175.5,"N","N","N","N","N","N","N"
"197","008822004/20160810/IC3435",2016-08-10,"01:56:34 PM","008822004","008811189","IC3435","low","l.25","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","0",2016-08-10 14:00:00,14,0,840,"Wednesday",6,4,4,"N","N","N","IC",17,16,55,15,9,"wt.176","Y","N","N",218.468208092485,184.5,"N","Y","N","N","N","N","N"
"198","008811189/20160810/IC3435",2016-08-10,"02:14:33 PM","008811189","008812005","IC3435","low","l.25","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-08-10 14:00:00,14,0,840,"Wednesday",6,4,4,"N","Y","Y","IC",17,17,59,20,9,"wt.176","Y","Y","N",385.339595375725,380.5,"N","N","N","Y","N","N","N"
"199","008812005/20160810/IC3435",2016-08-10,"02:16:39 PM","008812005","008813003","IC3435","low","l.0","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-08-10 14:00:00,14,0,840,"Wednesday",6,4,4,"Y","Y","Y","IC",17,17,61,21,9,"wt.176","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"200","008814001/20160810/IC3419",2016-08-10,"08:52:38 PM","008814001","008813003","IC3419","low","l.0","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-08-10 21:00:00,21,0,1260,"Wednesday",11,3,3,"Y","Y","Y","IC",17,14,79,9,10,"wt.113","Y","Y","Y",660.390173410405,650.5,"N","N","N","N","N","N","N"
"201","008813003/20160810/IC3419",2016-08-10,"08:53:05 PM","008813003","008812005","IC3419","low","l.0","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-08-10 21:00:00,21,0,1260,"Wednesday",11,3,3,"Y","Y","Y","IC",17,14,79,9,10,"wt.113","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"202","008812005/20160810/IC3419",2016-08-10,"08:53:11 PM","008812005","008811189","IC3419","low","l.25","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","0",2016-08-10 21:00:00,21,0,1260,"Wednesday",11,3,3,"Y","N","Y","IC",17,14,79,9,10,"wt.113","Y","Y","N",385.339595375725,380.5,"N","Y","N","N","N","N","N"
"203","008811189/20160810/IC3419",2016-08-10,"08:53:15 PM","008811189","008822004","IC3419","low","l.25","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","0",2016-08-10 21:00:00,21,0,1260,"Wednesday",11,3,3,"N","N","N","IC",17,14,77,9,10,"wt.113","Y","N","N",218.468208092485,184.5,"N","N","N","Y","N","N","N"
"204","008822004/20160810/IC3419",2016-08-10,"09:02:20 PM","008822004","008821600","IC3419","low","l.25","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","0",2016-08-10 21:00:00,21,0,1260,"Wednesday",11,3,3,"N","N","N","IC",17,13,75,9,10,"wt.113","Y","Y","N",230.468208092485,175.5,"N","N","N","N","N","N","N"
"205","008821600/20160810/IC3419",2016-08-10,"09:24:00 PM","008821600","008821717","IC3419","low","l.15","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","0",2016-08-10 21:00:00,21,0,1260,"Wednesday",11,3,3,"N","N","N","IC",17,13,74,9,10,"wt.113","N","Y","Y",127.8612716763,80,"N","N","N","N","N","N","N"
"206","008821907/20160811/IC4210",2016-08-11,"10:28:25 AM","008821907","008821964","IC4210","low","l.other","008821907","Turnhout",4.937415,51.322032,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","008821964","Tielen",4.893089,51.241021,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","0",2016-08-11 10:00:00,10,0,600,"Thursday",2,8,2,"N","N","N","IC",6,15,87,17,9,"wt.296","N","Y","Y",48.526011560694,33,"N","N","N","N","N","N","N"
"207","008821964/20160811/IC4210",2016-08-11,"10:39:40 AM","008821964","008821717","IC4210","low","l.other","008821964","Tielen",4.893089,51.241021,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","0",2016-08-11 11:00:00,11,0,660,"Thursday",3,7,3,"N","N","N","IC",6,15,89,17,8,"wt.296","N","Y","N",74.917630057802,47.5,"N","N","N","N","N","N","N"
"208","008821717/20160811/IC4210",2016-08-11,"10:39:44 AM","008821717","008821600","IC4210","low","l.15","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","0",2016-08-11 11:00:00,11,0,660,"Thursday",3,7,3,"N","N","N","IC",6,16,89,17,8,"wt.296","N","Y","Y",127.8612716763,80,"N","N","N","N","N","N","N"
"209","008821600/20160811/IC4210",2016-08-11,"10:57:56 AM","008821600","008821121","IC4210","low","l.15","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-08-11 11:00:00,11,0,660,"Thursday",3,7,3,"N","N","N","IC",6,16,89,17,8,"wt.296","Y","N","N",288.028901734105,210,"N","N","N","N","N","N","N"
"210","008821121/20160811/IC4210",2016-08-11,"11:16:51 AM","008821121","008821006","IC4210","low","l.4","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","0",2016-08-11 11:00:00,11,0,660,"Thursday",3,7,3,"N","N","N","IC",6,16,90,19,8,"wt.296","Y","Y","Y",444.81358381503,328,"N","N","N","N","N","N","N"
"211","008821006/20160811/IC2033",2016-08-11,"11:25:33 AM","008821006","008821121","IC2033","low","l.4","008821006","Antwerpen-Centraal",4.421101,51.2172,467.98265895954,"Antwerpen",334,"g8","k = 11",334,"mg5","Y","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-08-11 11:00:00,11,0,660,"Thursday",3,7,3,"N","N","N","IC",11,16,90,19,8,"wt.296","Y","Y","Y",444.81358381503,328,"N","N","N","N","N","N","N"
"212","008821121/20160811/IC2033",2016-08-11,"11:40:12 AM","008821121","008822004","IC2033","low","l.25","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","0",2016-08-11 12:00:00,12,0,720,"Thursday",4,6,4,"N","N","N","IC",11,17,91,21,8,"wt.302","Y","N","Y",364.0838150289,287.5,"N","N","N","N","N","N","N"
"213","008822004/20160811/IC2033",2016-08-11,"11:45:40 AM","008822004","008812005","IC2033","low","l.25","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-08-11 12:00:00,12,0,720,"Thursday",4,6,4,"N","Y","Y","IC",11,16,90,18,8,"wt.302","Y","N","Y",473.39450867052,449,"N","N","N","N","N","N","N"
"214","008892007/20160811/IC510",2016-08-11,"12:09:09 PM","008892007","008833001","IC510","low","l.53","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008833001","Leuven",4.715866,50.88228,351.9161849711,"Vlaams Brabant",300,"g3","k = 11",300,"mg5","Y","N","0",2016-08-11 12:00:00,12,0,720,"Thursday",4,6,4,"N","N","N","IC",12,16,95,16,9,"wt.296","Y","N","Y",330.465317919075,321.5,"N","Y","N","N","N","N","N"
