"","occ_binary","line","hour","day_of_week","dist_rush","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","from.avg_stop_times","from.prov","from.count","from.groups","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.avg_stop_times","to.prov","to.count","to.groups","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","to_from_maj_hub","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12","in_group","in_group_maj"
"550","H","l.96",1,"Wednesday",7,"N","IC",21,15,90,5,10,"wt.113",146.69653179191,"Hainaut",63,"g7",63,"mg1","N","N",88.511560693642,"Hainaut",50,"g7",63,"mg3","N","N","N",117.604046242776,56.5,"Y","N","Y","N","N","N","N","Y","N"
"552","L","l.36",7,"Wednesday",1,"N","IC",11,11,91,4,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",409.94942196532,317,"N","N","N","Y","N","N","N","N","Y"
"553","L","l.53",7,"Wednesday",1,"N","IC",13,12,90,5,10,"wt.116",43.942196531792,"Vlaams Brabant",26,"g3",300,"mg4","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",175.232658959536,139.5,"N","N","N","Y","N","N","N","Y","N"
"554","L","l.96",8,"Wednesday",0,"N","S",19,13,83,6,10,"wt.116",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N","N",101.434971098264,82.5,"N","N","N","Y","N","N","N","Y","N"
"555","H","l.94",8,"Wednesday",0,"N","IC",20,10,82,2,10,"wt.113",55.433526011561,"Hainaut",26,"g11",183,"mg4","N","N",26.228323699422,"Hainaut",24,"g11",183,"mg4","N","N","N",40.8309248554915,25,"Y","N","Y","N","N","N","N","Y","Y"
"556","L","l.60",8,"Wednesday",0,"Y","S",26,14,81,6,10,"wt.113",38.589595375723,"Vlaams Brabant",36,"g8",334,"mg3","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",339.427745664742,340.5,"N","N","N","Y","N","N","N","N","N"
"557","L","l.50",8,"Wednesday",0,"Y","P",11,15,81,6,10,"wt.113",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",352.228323699424,357,"N","N","N","N","N","N","N","N","N"
"559","H","l.36",9,"Wednesday",1,"Y","IC",11,14,74,5,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",496.09104046243,472.5,"N","N","N","Y","N","N","N","N","Y"
"560","L","l.0",9,"Wednesday",1,"Y","IC",11,15,74,6,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"561","H","l.25",13,"Wednesday",5,"N","S",19,20,55,7,10,"wt.116",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N","Y",218.468208092485,184.5,"N","Y","N","N","N","N","N","N","N"
"562","L","l.94",15,"Wednesday",3,"N","IC",20,21,54,8,9,"wt.176",109.78901734104,"Hainaut",55,"g7",63,"mg3","N","N",55.433526011561,"Hainaut",26,"g11",183,"mg4","N","N","N",82.6112716763005,40.5,"Y","N","Y","N","N","N","N","N","N"
"563","L","l.60",15,"Wednesday",3,"N","S",28,20,56,6,10,"wt.353",95.676300578035,"Bruxelles",63,"g9",660,"mg1","N","N",38.589595375723,"Vlaams Brabant",36,"g8",334,"mg3","N","N","N",67.132947976879,49.5,"N","Y","N","N","N","N","N","N","N"
"564","H","l.50",15,"Wednesday",3,"Y","IC",10,21,52,8,10,"wt.353",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"565","L","l.96",16,"Wednesday",2,"N","IC",21,18,59,5,10,"wt.353",61.78323699422,"Hainaut",44,"g10",97,"mg3","N","N",146.69653179191,"Hainaut",63,"g7",63,"mg1","N","N","N",104.239884393065,53.5,"Y","N","Y","N","N","N","N","N","N"
"566","L","l.36",16,"Wednesday",2,"N","IC",11,21,53,8,10,"wt.119",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",409.94942196532,317,"N","Y","N","N","N","N","N","N","Y"
"567","L","l.36",16,"Wednesday",2,"Y","IC",17,20,55,6,10,"wt.353",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N","Y",378.982658959535,375.5,"N","Y","N","N","N","N","N","N","N"
"568","L","l.other",17,"Wednesday",1,"Y","S",20,19,61,6,10,"wt.353",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",21.736994219653,"Vlaams Brabant",16,"g1",152,"mg4","N","N","Y",331.001445086706,330.5,"N","Y","N","N","N","N","N","N","N"
"569","L","l.other",17,"Wednesday",1,"Y","S",20,19,61,6,10,"wt.353",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",21.736994219653,"Vlaams Brabant",16,"g1",152,"mg4","N","N","Y",331.001445086706,330.5,"N","Y","N","N","N","N","N","N","N"
"570","L","l.96",17,"Wednesday",1,"Y","P",12,19,61,6,10,"wt.353",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",88.511560693642,"Hainaut",50,"g7",63,"mg3","N","N","Y",364.388728323701,347.5,"Y","N","N","N","N","N","N","N","N"
"571","H","l.50",17,"Wednesday",1,"N","P",10,19,62,8,9,"wt.176",156.13005780347,"Oost-Vlaanderen",152,"g1",152,"mg1","N","N",88.263005780347,"Oost-Vlaanderen",100,"g1",152,"mg1","N","N","N",122.196531791909,126,"N","N","N","N","N","N","N","Y","Y"
"572","L","l.50",18,"Wednesday",0,"Y","P",11,19,67,5,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N","Y",352.228323699424,357,"N","N","N","N","N","N","N","N","N"
"573","L","l.75-73",18,"Wednesday",0,"N","IC",15,18,68,6,10,"wt.122",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N","Y",231.065028901735,229.5,"N","N","N","N","Y","N","N","N","N"
"574","H","l.50",18,"Wednesday",0,"Y","IC",11,19,67,5,10,"wt.116",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",471.58959537572,492,"N","N","N","N","N","N","N","N","Y"
"575","L","l.75-73",20,"Wednesday",2,"N","IC",10,18,82,3,10,"wt.176",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N",26.549132947977,"West-Vlaanderen",35,"g11",183,"mg3","N","N","N",89.8323699421985,75.5,"N","N","N","N","Y","N","N","Y","N"
"576","L","l.0",21,"Wednesday",3,"Y","IC",28,17,73,3,10,"wt.116",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"585","H","l.50",21,"Wednesday",3,"Y","S",20,17,73,3,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",29.245664739884,"Oost-Vlaanderen",18,"g1",152,"mg4","N","N","Y",357.930635838152,339,"N","N","N","N","N","N","N","N","N"
"586","L","l.50",21,"Wednesday",3,"Y","S",20,17,73,3,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",29.245664739884,"Oost-Vlaanderen",18,"g1",152,"mg4","N","N","Y",357.930635838152,339,"N","N","N","N","N","N","N","N","N"
"587","L","l.50A",22,"Wednesday",4,"N","IC",11,16,69,4,10,"wt.122",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"590","H","l.35",22,"Wednesday",4,"N","IC",7,17,72,4,10,"wt.116",66.71676300578,"Vlaams Brabant",49,"g3",300,"mg3","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",209.31647398844,174.5,"N","Y","N","Y","N","N","N","Y","N"
"591","L","l.35",22,"Wednesday",4,"N","IC",7,17,72,4,10,"wt.116",66.71676300578,"Vlaams Brabant",49,"g3",300,"mg3","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",209.31647398844,174.5,"N","Y","N","Y","N","N","N","Y","N"
"592","L","l.other",23,"Wednesday",5,"N","L",27,15,75,4,10,"wt.119",37.872832369942,"Namur",14,"g4",114,"mg4","N","N",20.161849710983,"Hainaut",6,"g4",114,"mg2","N","Y","N",29.0173410404625,10,"Y","N","N","N","N","N","N","Y","N"
"593","L","l.25",23,"Wednesday",5,"N","IC",15,15,71,7,10,"wt.116",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",230.468208092485,175.5,"N","N","N","N","N","N","N","Y","N"
"594","L","l.53",0,"Wednesday",8,"N","IC",13,15,76,6,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",307.768786127165,298,"N","N","N","N","N","N","N","N","Y"
"595","L","l.other",2,"Thursday",6,"N","L",27,15,74,7,10,"wt.113",20.161849710983,"Brabant Wallon",6,"g4",114,"mg2","N","Y",253.4710982659,"Brabant Wallon",114,"g4",114,"mg1","N","N","N",136.816473988441,60,"N","N","N","N","N","N","N","Y","N"
"596","L","l.37",7,"Thursday",1,"N","IC",15,10,82,10,10,"wt.113",82.173410404624,"Liège",49,"g6",119,"mg3","N","N",62.936416184971,"Liège",22,"g6",119,"mg4","N","N","N",72.5549132947975,35.5,"N","N","N","N","N","N","N","Y","N"
"597","L","l.60",7,"Thursday",1,"Y","IC",20,14,77,7,10,"wt.116",39.118497109827,"Oost-Vlaanderen",27,"g8",334,"mg4","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",339.692196531794,336,"N","N","N","N","N","N","N","N","N"
"598","L","l.35",7,"Thursday",1,"Y","P",9,12,78,6,10,"wt.113",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",410.432080924855,388.5,"N","N","N","N","N","N","N","N","N"
"599","L","l.25",8,"Thursday",0,"Y","IC",9,16,70,7,10,"wt.113",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",496.56936416185,456.5,"N","N","N","N","N","N","N","N","Y"
"600","L","l.19",8,"Thursday",0,"N","IC",11,12,71,7,10,"wt.113",18.543352601156,"Limburg",16,"g5",132,"mg4","N","N",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N","N",59.926300578033,39,"N","N","N","N","N","N","N","N","N"
"601","L","l.19",8,"Thursday",0,"N","IC",11,12,71,7,10,"wt.113",18.543352601156,"Limburg",16,"g5",132,"mg4","N","N",18.543352601156,"Limburg",16,"g5",132,"mg4","N","N","N",18.543352601156,16,"N","N","N","N","N","N","N","Y","Y"
"603","L","l.94",8,"Thursday",0,"Y","IC",20,15,72,10,10,"wt.113",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",348.726878612718,355.5,"N","N","Y","N","N","N","N","N","N"
"604","L","l.94",8,"Thursday",0,"Y","IC",20,15,72,10,10,"wt.113",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",371.901734104048,363,"N","N","Y","N","N","N","N","N","N"
"605","L","l.90",8,"Thursday",0,"N","P",3,15,69,11,10,"wt.116",90.170520231214,"Oost-Vlaanderen",40,"g1",152,"mg3","N","N",156.13005780347,"Oost-Vlaanderen",152,"g1",152,"mg1","N","N","N",123.150289017342,96,"N","N","N","N","N","N","N","Y","N"
"606","L","l.37",8,"Thursday",0,"N","L",11,12,73,9,10,"wt.113",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",137.38439306358,"Liège",38,"g6",119,"mg3","N","N","N",203.254335260115,78.5,"N","N","N","N","N","N","N","Y","N"
"607","L","l.34",8,"Thursday",0,"N","L",11,12,73,9,10,"wt.113",137.38439306358,"Liège",38,"g6",119,"mg3","N","N",107.27167630058,"Liège",19,"g6",119,"mg4","N","N","N",122.32803468208,28.5,"N","N","N","N","N","N","N","Y","N"
"608","H","l.50",8,"Thursday",0,"Y","P",11,14,68,9,10,"wt.113",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",352.228323699424,357,"N","N","N","N","N","N","N","N","N"
"609","L","l.25",8,"Thursday",0,"Y","IC",11,16,71,8,10,"wt.113",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",238.771676300575,213,"N","N","N","Y","N","N","N","N","N"
"610","L","l.25",8,"Thursday",0,"N","IC",11,16,70,7,10,"wt.113",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",364.0838150289,287.5,"N","N","N","N","N","N","N","N","Y"
"611","L","l.50A",8,"Thursday",0,"N","IC",16,14,69,10,10,"wt.116",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N","N",121.453757225434,137,"N","N","N","N","N","N","N","N","Y"
"612","L","l.50A",8,"Thursday",0,"N","IC",16,14,69,10,10,"wt.116",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",193.751445086704,217,"N","N","N","N","N","N","N","Y","N"
"613","L","l.50",8,"Thursday",0,"Y","IC",16,14,68,9,10,"wt.113",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"614","L","l.25",8,"Thursday",0,"N","IC",9,15,70,9,10,"wt.113",64.893063583815,"Antwerpen",40,"g8",334,"mg3","N","N",91.372832369942,"Antwerpen",76,"g3",300,"mg1","N","N","N",78.1329479768785,58,"N","N","N","N","N","N","N","N","N"
"615","L","l.161",8,"Thursday",0,"N","S",13,16,71,12,10,"wt.113",30.734104046243,"Brabant Wallon",36,"g4",114,"mg3","N","N",20.005780346821,"Vlaams Brabant",33,"g4",114,"mg3","N","N","N",25.369942196532,34.5,"N","Y","N","N","N","N","N","Y","Y"
"616","L","l.35",8,"Thursday",0,"Y","IC",17,13,71,7,10,"wt.113",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",385.767341040464,369,"N","N","N","Y","N","N","N","N","N"
"617","L","l.35",8,"Thursday",0,"Y","P",9,13,71,7,10,"wt.113",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",385.767341040464,369,"N","N","N","Y","N","N","N","N","N"
"620","L","l.50A",8,"Thursday",0,"N","IC",16,14,69,10,10,"wt.116",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",193.751445086704,217,"N","N","N","N","N","N","N","Y","N"
"621","H","l.50",8,"Thursday",0,"Y","S",26,16,69,10,10,"wt.113",156.13005780347,"Oost-Vlaanderen",152,"g1",152,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",395.14739884393,396.5,"N","N","N","N","N","N","N","N","N"
"622","L","l.25",10,"Thursday",2,"Y","IC",11,18,59,12,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",473.39450867052,449,"N","N","N","N","N","N","N","N","Y"
"623","L","l.25",10,"Thursday",2,"N","IC",11,18,57,9,10,"wt.113",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",364.0838150289,287.5,"N","N","N","N","N","N","N","N","Y"
"624","L","l.25",10,"Thursday",2,"N","IC",14,17,57,9,10,"wt.113",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",64.893063583815,"Antwerpen",40,"g8",334,"mg3","N","N","Y",243.268786127168,181,"N","N","N","N","N","N","N","Y","N"
"625","L","l.161",10,"Thursday",2,"N","S",15,18,59,10,10,"wt.113",253.4710982659,"Brabant Wallon",114,"g4",114,"mg1","N","N",30.734104046243,"Brabant Wallon",36,"g4",114,"mg3","N","N","N",142.102601156072,75,"N","N","N","N","N","N","N","Y","N"
"626","H","l.36",12,"Thursday",4,"N","P",7,19,53,8,10,"wt.119",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",53.239884393064,"Liège",35,"g6",119,"mg3","N","N","N",161.182080924857,77,"N","N","N","N","N","N","N","Y","N"
"627","L","l.35",13,"Thursday",5,"Y","IC",16,21,45,7,10,"wt.113",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",410.432080924855,388.5,"N","N","N","N","N","N","N","N","N"
"628","L","l.other",13,"Thursday",5,"Y","S",20,21,49,14,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",21.736994219653,"Vlaams Brabant",16,"g1",152,"mg4","N","N","Y",331.001445086706,330.5,"N","Y","N","N","N","N","N","N","N"
"629","L","l.96",14,"Thursday",4,"Y","IC",12,21,49,11,10,"wt.113",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",408.13150289017,390,"N","N","N","Y","N","N","N","Y","N"
"632","H","l.66",16,"Thursday",2,"N","IC",9,23,50,11,10,"wt.176",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","N",158.767341040465,149.5,"N","N","N","N","N","Y","N","Y","Y"
"633","L","l.52",16,"Thursday",2,"N","L",13,23,47,8,10,"wt.113",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",71.193641618497,"Antwerpen",54,"g8",334,"mg3","N","N","Y",246.419075144508,188,"N","N","N","N","N","N","N","Y","N"
"634","L","l.25",17,"Thursday",1,"Y","IC",11,22,52,8,10,"wt.113",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",551.073699421965,487.5,"N","N","N","N","N","N","N","N","Y"
"635","L","l.50",18,"Thursday",0,"Y","P",11,21,60,7,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N","Y",352.228323699424,357,"N","N","N","N","N","N","N","N","N"
"636","H","l.25",18,"Thursday",0,"Y","IC",11,21,60,7,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",554.12427745665,489.5,"N","N","N","N","N","N","N","N","Y"
"637","L","l.59",18,"Thursday",0,"N","IC",10,21,58,8,10,"wt.116",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",388.498554913295,338.5,"N","N","N","N","N","N","N","N","Y"
"638","L","l.0",18,"Thursday",0,"Y","S",22,20,60,6,10,"wt.113",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",353.247109826588,346.5,"N","N","N","Y","N","N","N","Y","N"
"639","L","l.0",18,"Thursday",0,"Y","S",22,20,60,6,10,"wt.113",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",353.247109826588,346.5,"N","N","N","Y","N","N","N","Y","N"
"640","H","l.50",18,"Thursday",0,"Y","IC",11,21,60,7,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"641","L","l.53",20,"Thursday",2,"N","IC",13,17,67,5,10,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",329.21965317919,276.5,"N","N","N","Y","N","N","N","Y","Y"
"642","L","l.50",20,"Thursday",2,"Y","IC",28,19,66,7,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",156.13005780347,"Oost-Vlaanderen",152,"g1",152,"mg1","N","N","Y",398.197976878615,398.5,"N","N","N","N","N","N","N","N","N"
"643","H","l.50",20,"Thursday",2,"Y","IC",16,20,65,8,10,"wt.119",156.13005780347,"Oost-Vlaanderen",152,"g1",152,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",398.197976878615,398.5,"N","N","N","N","N","N","N","N","N"
"644","H","l.50",20,"Thursday",2,"Y","IC",7,18,65,8,10,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",240.01734104046,258,"N","Y","N","N","N","N","N","N","N"
"645","H","l.36",21,"Thursday",3,"Y","IC",2,18,65,7,10,"wt.113",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",428.817919075145,416.5,"N","Y","N","N","N","N","N","Y","N"
"646","L","l.36",21,"Thursday",3,"Y","IC",2,18,65,7,10,"wt.113",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",171.02023121387,"Vlaams Brabant",173,"g9",660,"mg1","N","N","Y",428.817919075145,416.5,"N","Y","N","N","N","N","N","Y","N"
"647","L","l.125",21,"Thursday",3,"N","IC",20,17,83,5,10,"wt.113",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",58.329479768786,"Liège",21,"g6",119,"mg4","N","N","N",163.726878612718,70,"N","N","N","N","N","N","N","Y","N"
"648","L","l.0",23,"Thursday",5,"Y","IC",12,16,70,9,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",72.329479768786,"Vlaams Brabant",52,"g9",660,"mg3","N","N","Y",353.247109826588,346.5,"N","Y","N","N","N","N","N","Y","N"
"649","L","l.161",23,"Thursday",5,"N","L",11,15,70,8,10,"wt.122",31.508670520231,"Namur",6,"g4",114,"mg2","N","Y",31.508670520231,"Brabant Wallon",6,"g4",114,"mg2","N","Y","N",31.508670520231,6,"N","N","N","N","N","N","N","Y","Y"
"650","L","l.124",6,"Friday",2,"N","IC",20,13,85,8,10,"wt.119",21.864161849711,"Hainaut",10,"g10",97,"mg2","N","Y",96.329479768786,"Brabant Wallon",86,"g9",660,"mg1","N","N","N",59.0968208092485,48,"N","N","Y","N","N","N","N","N","N"
"651","H","l.124",6,"Friday",2,"Y","IC",11,13,85,8,10,"wt.119",96.329479768786,"Brabant Wallon",86,"g9",660,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",391.472543352603,373,"N","N","N","N","N","N","N","Y","N"
"652","L","l.124",7,"Friday",1,"Y","IC",11,13,88,7,10,"wt.119",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",423.955202312135,360,"N","N","Y","N","N","N","N","N","N"
"655","L","l.25",7,"Friday",1,"N","S",27,13,93,10,10,"wt.113",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",41.924855491329,"Vlaams Brabant",51,"g3",300,"mg3","N","N","Y",174.223988439304,152,"N","Y","N","N","N","N","N","Y","N"
"656","L","l.25",7,"Friday",1,"N","S",27,13,93,10,10,"wt.113",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",41.924855491329,"Vlaams Brabant",51,"g3",300,"mg3","N","N","Y",174.223988439304,152,"N","Y","N","N","N","N","N","Y","N"
"657","H","l.66",8,"Friday",0,"N","IC",23,15,88,8,5,"wt.143",33.202312138728,"West-Vlaanderen",28,"g11",183,"mg4","N","N",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N","N",93.158959537574,72,"N","N","N","N","N","Y","N","Y","N"
"658","L","l.25",8,"Friday",0,"N","S",27,15,86,10,10,"wt.113",41.924855491329,"Vlaams Brabant",51,"g3",300,"mg3","N","N",51.239884393064,"Vlaams Brabant",53,"g3",300,"mg3","N","N","N",46.5823699421965,52,"N","Y","N","Y","N","N","N","Y","Y"
"659","L","l.36",8,"Friday",0,"Y","P",6,15,84,10,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",493.040462427745,470.5,"N","N","N","Y","N","N","N","N","Y"
"660","L","l.25",8,"Friday",0,"N","S",27,15,86,10,10,"wt.113",51.239884393064,"Vlaams Brabant",53,"g3",300,"mg3","N","N",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N","N",90.826589595377,84.5,"N","Y","N","Y","N","N","N","N","N"
"661","H","l.94",8,"Friday",0,"N","S",11,14,86,6,10,"wt.116",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N","N",119.643063583813,102.5,"N","Y","Y","N","N","N","N","N","Y"
"662","L","l.25",8,"Friday",0,"N","S",27,15,85,10,10,"wt.116",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",10.28323699422,"Vlaams Brabant",15,"g9",660,"mg4","N","N","N",70.348265895955,65.5,"N","Y","N","Y","N","N","N","Y","N"
